rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1368,2200,Service,Wang Zhenghua,"78,0",China,Shanghai,Budget airline,Service,China,nan,True,U,M,4/25/1944 0:00,Wang,Zhenghua,nan,4/4/2023 5:01,nan,nan,"1944,0","4,0","25,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1368,2200,Food & Beverage,David Wertheim,"65,0",Israel,nan,Coca-Cola Israel,Food & Beverage,Israel,nan,False,D,M,1/1/1958 0:00,Wertheim,David,nan,4/4/2023 5:01,nan,nan,"1958,0","1,0","1,0","108,15","0,8",395.098.666.122 ,"63,4","104,9","82,8","23,1","25,3","9053300,0","31,046051","34,851612"
1368,2200,Energy,Kai Wu,"55,0",China,Ningde,Batteries,Energy,China,nan,True,D,M,1/1/1968 0:00,Wu,Kai,nan,4/4/2023 5:01,nan,nan,"1968,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1368,2200,Food & Beverage,Xu Yingzhuo,"55,0",China,Guangzhou,Agribusiness,Food & Beverage,China,nan,True,D,M,1/1/1968 0:00,Xu,Yingzhuo,nan,4/4/2023 5:01,nan,nan,"1968,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1368,2200,Manufacturing,Yeung Kin-man,"59,0",Hong Kong,Hong Kong,Electronics,Manufacturing,Hong Kong,nan,True,D,M,4/1/1964 0:00,Yeung,Kin-man,nan,4/4/2023 5:01,nan,nan,"1964,0","4,0","1,0","125,08","2,9",nan,"46,1","102,76000000000002","75,47999999999999","9,4","57,3","1397715000,0",nan,nan
1368,2200,Logistics,Huijiao Yu,"57,0",China,Shanghai,Package delivery,Logistics,China,Shanghai YTO Express (Logistics),True,D,M,4/1/1966 0:00,Yu,Huijiao,Founder and Chairman,4/4/2023 5:01,nan,nan,"1966,0","4,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1368,2200,Finance & Investments,Oren Zeev,"58,0",United States,Los Altos,Investments,Finance & Investments,Israel,nan,True,D,M,9/23/1964 0:00,Zeev,Oren,nan,4/4/2023 5:01,California,West,"1964,0","9,0","23,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1368,2200,Manufacturing,Clayton Zekelman,"54,0",Canada,Windsor,Steel,Manufacturing,Canada,nan,False,U,M,1/1/1969 0:00,Zekelman,Clayton,nan,4/4/2023 5:01,nan,nan,"1969,0","1,0","1,0","116,76","1,9",1.736.425.629.520 ,"68,9","100,9","81,9","12,8","24,5","36991981,0","56,130366","-106,346771"
1368,2200,Energy,Zhao Fenggang,"57,0",China,Ningde,Batteries,Energy,China,nan,True,D,M,1/1/1966 0:00,Zhao,Fenggang,nan,4/4/2023 5:01,nan,nan,"1966,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Metals & Mining,Alex Beard,"55,0",United Kingdom,London,Mining. commodities,Metals & Mining,United Kingdom,nan,True,D,M,8/3/1967 0:00,Beard,Alex,nan,4/4/2023 5:01,nan,nan,"1967,0","8,0","3,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
1434,2100,Food & Beverage,Travis Boersma,"52,0",United States,Grants Pass,Coffee,Food & Beverage,United States,nan,True,D,M,1/1/1971 0:00,Boersma,Travis,nan,4/4/2023 5:01,Oregon,West,"1971,0","1,0","1,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Construction & Engineering,Martin Bouygues,"65,6",France,Paris,Construction. media,Construction & Engineering,France,nan,False,Split Family Fortune,M,nan,Bouygues,Martin,nan,4/4/2023 5:01,nan,nan,nan,nan,nan,"110,05","1,1",2.715.518.274.227 ,"65,6","102,5","82,5","24,2","60,7","67059887,0","46,227638","2,213749"
1434,2100,Construction & Engineering,Olivier Bouygues,"72,0",nan,nan,Construction. media,Construction & Engineering,France,nan,False,Split Family Fortune,M,9/14/1950 0:00,Bouygues,Olivier,nan,4/4/2023 5:01,nan,nan,"1950,0","9,0","14,0","129,97","2,26",nan,"65,64","103,08","77,6","9,48","50,16","969924809,2",nan,nan
1434,2100,Gambling & Casinos,William Boyd & family,"91,0",United States,Las Vegas,Casinos. banking,Gambling & Casinos,United States,nan,True,D,M,11/4/1931 0:00,Boyd,William,nan,4/4/2023 5:01,Nevada,West,"1931,0","11,0","4,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Food & Beverage,Anand Burman,"70,0",India,Delhi,Consumer goods,Food & Beverage,India,nan,False,D,M,5/5/1952 0:00,Burman,Anand,nan,4/4/2023 5:01,nan,nan,"1952,0","5,0","5,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
1434,2100,Manufacturing,Cao Ji,"71,0",China,Hangzhou,Manufacturing,Manufacturing,China,nan,True,D,M,1/1/1952 0:00,Cao,Ji,nan,4/4/2023 5:01,nan,nan,"1952,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Technology,Bruce Cheng,"86,0",Taiwan,Taipei,Electronics,Technology,Taiwan,nan,True,E,M,11/3/1936 0:00,Cheng,Bruce,nan,4/4/2023 5:01,nan,nan,"1936,0","11,0","3,0","144,08800000000002","6,660000000000001",nan,"56,64000000000001","105,96","74,55999999999999","10,2","46,36","957405910,8",nan,nan
1434,2100,Technology,Chi Yufeng,"52,0",China,Beijing,Software,Technology,China,nan,False,U,M,1/1/1971 0:00,Chi,Yufeng,nan,4/4/2023 5:01,nan,nan,"1971,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Energy,Daniel Chiu,"62,0",Hong Kong,Hong Kong,Oil & gas,Energy,Hong Kong,nan,True,U,M,11/30/1960 0:00,Chiu,Daniel,nan,4/4/2023 5:01,nan,nan,"1960,0","11,0","30,0","128,73200000000003","3,84",nan,"65,64","100,84","77,6","9,48","50,16","933151611,6",nan,nan
1434,2100,Healthcare,Beda Diethelm,"82,0",Switzerland,Zurich,Hearing aids,Healthcare,Switzerland,nan,True,D,M,1/1/1941 0:00,Diethelm,Beda,nan,4/4/2023 5:01,nan,nan,"1941,0","1,0","1,0","99,55","0,4",703.082.435.360 ,"59,6","105,2","83,6","10,1","28,8","8574832,0","46,818188","8,227512"
1434,2100,Fashion & Retail,Domenico Dolce,"64,0",Italy,Milan,Luxury goods,Fashion & Retail,Italy,nan,True,U,M,8/13/1958 0:00,Dolce,Domenico,nan,4/4/2023 5:01,nan,nan,"1958,0","8,0","13,0","110,62","0,6",2.001.244.392.042 ,"61,9","101,9","82,9","24,3","59,1","60297396,0","41,87194","12,56738"
1434,2100,Technology,Ralph Dommermuth,"59,0",Germany,Montabaur,Internet service provider,Technology,Germany,nan,True,D,M,11/19/1963 0:00,Dommermuth,Ralph,nan,4/4/2023 5:01,nan,nan,"1963,0","11,0","19,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
1434,2100,Diversified,Georgi Domuschiev,"50,0",United Kingdom,London,Animal health. investments,Diversified,Bulgaria,nan,True,U,M,8/6/1972 0:00,Domuschiev,Georgi,nan,4/4/2023 5:01,nan,nan,"1972,0","8,0","6,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
1434,2100,Diversified,Kiril Domuschiev,"53,0",United Kingdom,London,Animal health. investments,Diversified,Bulgaria,nan,True,U,M,4/18/1969 0:00,Domuschiev,Kiril,nan,4/4/2023 5:01,nan,nan,"1969,0","4,0","18,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
1434,2100,Real Estate,Bob Ell,"78,0",Australia,Surfers Paradise,Real estate,Real Estate,Australia,nan,True,E,M,12/22/1944 0:00,Ell,Bob,nan,4/4/2023 5:01,nan,nan,"1944,0","12,0","22,0","119,8","1,6",1.392.680.589.329 ,"113,1","100,3","82,7","23,0","47,4","25766605,0","-25,274398","133,775136"
1434,2100,Energy,Paul Foster,"65,0",United States,El Paso,Oil refining,Energy,United States,Western Refining,True,U,M,10/8/1957 0:00,Foster,Paul,Chairman,4/4/2023 5:01,Texas,South,"1957,0","10,0","8,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Fashion & Retail,Stefano Gabbana,"60,0",Italy,Milan,Luxury goods,Fashion & Retail,Italy,nan,True,U,M,11/14/1962 0:00,Gabbana,Stefano,nan,4/4/2023 5:01,nan,nan,"1962,0","11,0","14,0","110,62","0,6",2.001.244.392.042 ,"61,9","101,9","82,9","24,3","59,1","60297396,0","41,87194","12,56738"
1434,2100,Manufacturing,Xingjiang Gao,"59,0",China,Huzhou,Steel,Manufacturing,China,nan,True,D,M,11/1/1963 0:00,Gao,Xingjiang,nan,4/4/2023 5:01,nan,nan,"1963,0","11,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Energy,Gordon Getty,"89,0",United States,San Francisco,Getty Oil,Energy,United States,Ann & Gordon Getty Foundation,False,E,M,12/20/1933 0:00,Getty,Gordon,President and Chairman,4/4/2023 5:01,California,West,"1933,0","12,0","20,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Energy,Kamal Ghaffarian,"64,0",United States,Naples,Space. energy,Energy,United States,nan,True,N,M,4/28/1958 0:00,Ghaffarian,Kamal,nan,4/4/2023 5:01,Florida,South,"1958,0","4,0","28,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Healthcare,Dennis Gillings,"78,0",United States,Durham,Clinical trials,Healthcare,United Kingdom,nan,True,E,M,4/25/1944 0:00,Gillings,Dennis,nan,4/4/2023 5:01,North Carolina,South,"1944,0","4,0","25,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Diversified,Harsh Goenka,"65,0",India,Mumbai,Diversified,Diversified,India,nan,False,E,M,12/10/1957 0:00,Goenka,Harsh,nan,4/4/2023 5:01,nan,nan,"1957,0","12,0","10,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
1434,2100,Diversified,Sanjiv Goenka,"62,0",India,Kolkata,Diversified,Diversified,India,nan,False,D,M,1/29/1961 0:00,Goenka,Sanjiv,nan,4/4/2023 5:01,nan,nan,"1961,0","1,0","29,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
1434,2100,Real Estate,Jane Goldman,"67,0",United States,New York,Real estate,Real Estate,United States,nan,False,D,F,7/29/1955 0:00,Goldman,Jane,nan,4/4/2023 5:01,New York,Northeast,"1955,0","7,0","29,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Fashion & Retail,Stein Erik Hagen,"66,0",Norway,Oslo,Consumer goods,Fashion & Retail,Norway,nan,True,D,M,7/22/1956 0:00,Hagen,Stein Erik,nan,4/4/2023 5:01,nan,nan,"1956,0","7,0","22,0","120,27","2,2",403.336.363.636 ,"82,0","100,3","82,8","23,9","36,2","5347896,0","60,472024","8,468946"
1434,2100,Real Estate,Bahaa Hariri,"56,0",Switzerland,Geneva,Real estate. investments,Real Estate,Lebanon,nan,False,E,M,4/26/1966 0:00,Hariri,Bahaa,nan,4/4/2023 5:01,nan,nan,"1966,0","4,0","26,0","99,55","0,4",703.082.435.360 ,"59,6","105,2","83,6","10,1","28,8","8574832,0","46,818188","8,227512"
1434,2100,Fashion & Retail,Hortensia Herrero,"72,0",Spain,Valencia,Supermarkets,Fashion & Retail,Spain,nan,False,D,F,5/20/1950 0:00,Herrero,Hortensia,nan,4/4/2023 5:01,nan,nan,"1950,0","5,0","20,0","110,96","0,7",1.394.116.310.769 ,"88,9","102,7","83,3","14,2","47,0","47076781,0","40,463667","-3,74922"
1434,2100,Diversified,Douglas Hsu,"80,0",Taiwan,Taipei,Diversified,Diversified,Taiwan,nan,False,D,M,8/24/1942 0:00,Hsu,Douglas,nan,4/4/2023 5:01,nan,nan,"1942,0","8,0","24,0","131,448","6,62",nan,"80,67999999999999","105,64","78,2","9,56","41,12","681930595,0",nan,nan
1434,2100,Manufacturing,Huang Min,"49,0",China,Suzhou,Machinery,Manufacturing,China,nan,True,U,M,7/1/1973 0:00,Huang,Min,nan,4/4/2023 5:01,nan,nan,"1973,0","7,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Technology,Jared Isaacman,"40,0",United States,Easton,Payment processing,Technology,United States,nan,True,U,M,2/11/1983 0:00,Isaacman,Jared,nan,4/4/2023 5:01,Pennsylvania,Northeast,"1983,0","2,0","11,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Technology,Eugene Kaspersky,"57,0",Russia,Moscow,Software,Technology,Russia,nan,True,U,M,10/4/1965 0:00,Kaspersky,Eugene,nan,4/4/2023 5:01,nan,nan,"1965,0","10,0","4,0","180,75","4,5",1.699.876.578.871 ,"81,9","102,6","72,7","11,4","46,2","144373535,0","61,52401","105,318756"
1434,2100,Fashion & Retail,Artem Khachatryan,"48,0",Cyprus,Limassol,Retail,Fashion & Retail,Russia,nan,True,R,M,1/3/1975 0:00,Khachatryan,Artem,nan,4/4/2023 5:01,nan,nan,"1975,0","1,0","3,0","102,51","0,3",24.564.647.935 ,"75,9","99,3","80,8","24,5","22,4","1198575,0","35,126413","33,429859"
1434,2100,Food & Beverage,Andrei Krivenko,"47,0",Russia,Moscow,Retail,Food & Beverage,Russia,nan,True,N,M,7/25/1975 0:00,Krivenko,Andrei,nan,4/4/2023 5:01,nan,nan,"1975,0","7,0","25,0","180,75","4,5",1.699.876.578.871 ,"81,9","102,6","72,7","11,4","46,2","144373535,0","61,52401","105,318756"
1434,2100,Real Estate,Thomas Kwok,"71,0",Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,nan,False,U,M,10/6/1951 0:00,Kwok,Thomas,nan,4/4/2023 5:01,nan,nan,"1951,0","10,0","6,0","134,04000000000002","2,9",nan,"43,34","100,84","75,64000000000001","7,9","48,64","542134618,4",nan,nan
1434,2100,Manufacturing,Lam Wai-ying,"65,14019417475728",Hong Kong,Hong Kong,Smartphone screens,Manufacturing,Hong Kong,Biel Crystal,True,D,F,nan,Lam,Wai-ying,Chairman ,4/4/2023 5:01,nan,nan,nan,nan,nan,"127,75520358306188","4,364169381107492",nan,"67,22567127746136","102,8585197234648","78,12282343368594","12,546235246235245","43,963344182262006","510205317,8392569",nan,nan
1434,2100,Finance & Investments,Marc Lasry,"62,0",United States,New York,Hedge funds,Finance & Investments,United States,Avenue Capital Group,True,U,M,9/23/1960 0:00,Lasry,Marc,Founder,4/4/2023 5:01,New York,Northeast,"1960,0","9,0","23,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Finance & Investments,Christian Latouche & family,"82,0",France,Lyon,Accounting services,Finance & Investments,France,nan,True,D,M,7/18/1940 0:00,Latouche,Christian,nan,4/4/2023 5:01,nan,nan,"1940,0","7,0","18,0","110,05","1,1",2.715.518.274.227 ,"65,6","102,5","82,5","24,2","60,7","67059887,0","46,227638","2,213749"
1434,2100,Sports,Theodore Leonsis,"67,0",United States,Bethesda,Sports teams,Sports,United States,nan,True,U,M,1/8/1956 0:00,Leonsis,Theodore,nan,4/4/2023 5:01,Maryland,South,"1956,0","1,0","8,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Real Estate,Lin Chang Su-O,"82,0",Taiwan,Taipei,Real estate,Real Estate,Taiwan,nan,False,D,F,8/1/1940 4:00,Lin,Chang Su-O,nan,4/4/2023 9:01,nan,nan,"1940,0","8,0","1,0","133,016","5,7",nan,"60,38","103,71999999999998","78,47999999999999","12,419999999999998","54,66","535875169,2",nan,nan
1434,2100,Manufacturing,Liu Chengyu & family,"60,0",China,Shenzhen,Power supply equipment,Manufacturing,China,nan,True,U,M,7/26/1962 0:00,Liu,Chengyu,nan,4/4/2023 5:01,nan,nan,"1962,0","7,0","26,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Fashion & Retail,Sergey Lomakin,"49,0",Cyprus,Paphos,Retail,Fashion & Retail,Russia,nan,True,R,M,5/23/1973 0:00,Lomakin,Sergey,nan,4/4/2023 5:01,nan,nan,"1973,0","5,0","23,0","102,51","0,3",24.564.647.935 ,"75,9","99,3","80,8","24,5","22,4","1198575,0","35,126413","33,429859"
1434,2100,Food & Beverage,Daniel Lubetzky,"54,0",United States,New York,Snack bars,Food & Beverage,United States,nan,True,D,M,9/28/1968 0:00,Lubetzky,Daniel,nan,4/4/2023 5:01,New York,Northeast,"1968,0","9,0","28,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Technology,Melissa Ma,"58,0",China,Beijing,Internet search,Technology,China,nan,True,U,F,nan,Ma,Melissa,nan,4/4/2023 5:01,nan,nan,nan,nan,nan,"125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Diversified,Anand Mahindra,"67,0",India,Mumbai,Diversified,Diversified,India,nan,False,U,M,5/1/1955 0:00,Mahindra,Anand,nan,4/4/2023 5:01,nan,nan,"1955,0","5,0","1,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
1434,2100,Fashion & Retail,Rafique Malik,"72,0",India,Mumbai,Footwear,Fashion & Retail,India,nan,False,U,M,10/31/1950 0:00,Malik,Rafique,nan,4/4/2023 5:01,nan,nan,"1950,0","10,0","31,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
1434,2100,Diversified,Katarina Martinson,"41,0",Sweden,Stockholm,Investments,Diversified,Sweden,nan,False,U,F,5/4/1981 0:00,Martinson,Katarina,nan,4/4/2023 5:01,nan,nan,"1981,0","5,0","4,0","110,51","1,8",530.832.908.738 ,"67,0","126,6","82,5","27,9","49,1","10285453,0","60,128161","18,643501"
1434,2100,Healthcare,Kiran Mazumdar-Shaw,"70,0",India,Bangalore,Biopharmaceuticals,Healthcare,India,Biocon,True,D,F,3/23/1953 0:00,Mazumdar-Shaw,Kiran,Chair,4/4/2023 5:01,nan,nan,"1953,0","3,0","23,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
1434,2100,Automotive,Nirmal Minda,"65,0",India,Gurgaon,Auto parts,Automotive,India,nan,False,D,M,11/7/1957 0:00,Minda,Nirmal,nan,4/4/2023 5:01,nan,nan,"1957,0","11,0","7,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
1434,2100,Technology,Mu Rongjun,"43,0",China,Beijing,E-commerce,Technology,China,nan,True,D,M,1/1/1980 0:00,Mu,Rongjun,nan,4/4/2023 5:01,nan,nan,"1980,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Manufacturing,Eugene Murtagh,"80,0",Ireland,Kingscourt,Building materials,Manufacturing,Ireland,nan,True,D,M,6/23/1942 0:00,Murtagh,Eugene,nan,4/4/2023 5:01,nan,nan,"1942,0","6,0","23,0","131,448","6,62",nan,"80,67999999999999","105,64","78,2","9,56","41,12","681930595,0",nan,nan
1434,2100,Finance & Investments,Alexander Nesis,"60,0",Russia,Moscow,Metals. banking. fertilizers,Finance & Investments,Russia,nan,True,U,M,12/19/1962 0:00,Nesis,Alexander,nan,4/4/2023 5:01,nan,nan,"1962,0","12,0","19,0","180,75","4,5",1.699.876.578.871 ,"81,9","102,6","72,7","11,4","46,2","144373535,0","61,52401","105,318756"
1434,2100,Manufacturing,Zugen Ni,"66,0",China,Suzhou,Appliances,Manufacturing,China,nan,True,U,M,1/18/1957 0:00,Ni,Zugen,nan,4/4/2023 5:01,nan,nan,"1957,0","1,0","18,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Construction & Engineering,Florentino Perez,"76,0",Spain,Madrid,Construction,Construction & Engineering,Spain,nan,True,U,M,3/8/1947 0:00,Perez,Florentino,nan,4/4/2023 5:01,nan,nan,"1947,0","3,0","8,0","110,96","0,7",1.394.116.310.769 ,"88,9","102,7","83,3","14,2","47,0","47076781,0","40,463667","-3,74922"
1434,2100,Metals & Mining,Victor Pinchuk,"62,0",Ukraine,Kiev,Steel pipes. diversified,Metals & Mining,Ukraine,nan,True,U,M,12/14/1960 0:00,Pinchuk,Victor,nan,4/4/2023 5:01,nan,nan,"1960,0","12,0","14,0","281,66","7,9",153.781.069.118 ,"82,7","99,0","71,6","20,1","45,2","44385155,0","48,379433","31,16558"
1434,2100,Technology,Leonid Radvinsky,"40,0",United States,nan,E-commerce,Technology,United States,nan,True,U,M,5/30/1982 0:00,Radvinsky,Leonid,nan,4/4/2023 5:01,Florida,South,"1982,0","5,0","30,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Technology,Raveendran Byju,"41,0",India,Bangalore,Education technology,Technology,India,nan,True,D,M,7/6/1981 0:00,Raveendran,Byju,nan,4/4/2023 5:01,nan,nan,"1981,0","7,0","6,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
1434,2100,Construction & Engineering,"P,P, Reddy","65,0",India,Hyderabad,Infrastructure,Construction & Engineering,India,nan,True,U,M,8/30/1957 0:00,Reddy,"P,P,",nan,4/4/2023 5:01,nan,nan,"1957,0","8,0","30,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
1434,2100,Fashion & Retail,Richard Saghian,"41,0",United States,Los Angeles,Fast fashion,Fashion & Retail,United States,nan,True,U,M,8/6/1981 0:00,Saghian,Richard,nan,4/4/2023 5:01,California,West,"1981,0","8,0","6,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Healthcare,Shi Yifeng,"49,0",China,Beijing,Medical cosmetics,Healthcare,China,nan,True,U,M,1/1/1974 0:00,Shi,Yifeng,nan,4/4/2023 5:01,nan,nan,"1974,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Finance & Investments,Thaksin Shinawatra,"73,0",United Arab Emirates,Dubai,Investments,Finance & Investments,Thailand,nan,True,U,M,7/26/1949 0:00,Shinawatra,Thaksin,nan,4/4/2023 5:01,nan,nan,"1949,0","7,0","26,0","114,52","-1,9",421.142.267.938 ,"36,8","108,4","77,8","0,1","15,9","9770529,0","23,424076","53,847818"
1434,2100,Food & Beverage,Shu Ping,"53,0",Singapore,Singapore,Restaurants,Food & Beverage,Singapore,nan,True,U,F,nan,Shu,Ping,nan,4/4/2023 5:01,nan,nan,nan,nan,nan,"114,41","0,6",372.062.527.489 ,"84,8","100,6","83,1","13,1","21,0","5703569,0","1,352083","103,819836"
1434,2100,Healthcare,Timothy Springer,"75,0",United States,Chestnut Hill,Biotech,Healthcare,United States,nan,True,E,M,2/23/1948 0:00,Springer,Timothy,nan,4/4/2023 5:01,Massachusetts,Northeast,"1948,0","2,0","23,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Automotive,Venu Srinivasan,"70,0",India,Chennai,Two-wheelers,Automotive,India,nan,False,U,M,12/11/1952 0:00,Srinivasan,Venu,nan,4/4/2023 5:01,nan,nan,"1952,0","12,0","11,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
1434,2100,Fashion & Retail,Edward Stack,"68,0",United States,Sewickley,Dick's Sporting Goods,Fashion & Retail,United States,Dick's Sporting Goods,True,U,M,12/27/1954 0:00,Stack,Edward,Chairman and CEO,4/4/2023 5:01,Pennsylvania,Northeast,"1954,0","12,0","27,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Food & Beverage,Sun Mengquan & family,"73,0",China,Yantai,Edible oil,Food & Beverage,China,nan,True,D,M,3/1/1950 0:00,Sun,Mengquan,nan,4/4/2023 5:01,nan,nan,"1950,0","3,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Finance & Investments,Alexander Svetakov,"55,0",Russia,Moscow,Real estate,Finance & Investments,Russia,nan,True,D,M,2/15/1968 0:00,Svetakov,Alexander,nan,4/4/2023 5:01,nan,nan,"1968,0","2,0","15,0","180,75","4,5",1.699.876.578.871 ,"81,9","102,6","72,7","11,4","46,2","144373535,0","61,52401","105,318756"
1434,2100,Fashion & Retail,Torsten Toeller,"56,0",Germany,Krefeld,Pet food,Fashion & Retail,Germany,nan,True,D,M,4/6/1966 0:00,Toeller,Torsten,nan,4/4/2023 5:01,nan,nan,"1966,0","4,0","6,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
1434,2100,Food & Beverage,Barbara Tyson,"74,0",United States,Fayetteville,Food processing,Food & Beverage,United States,nan,False,N,F,3/6/1949 0:00,Tyson,Barbara,nan,4/4/2023 5:01,Arkansas,South,"1949,0","3,0","6,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
